[00:00:01	][IC] Lorf: Pora pracować.
[14:49:21	]Tomasz Terka used command '/ActSit 2'.
[14:49:23	]Tomasz Terka used command '/ActSit 1'.
[14:49:24	]Tomasz Terka used command '/ExitAct'.
[14:49:26	]Tomasz Terka used command '/ActSit 2'.
[14:49:27	]Tomasz Terka used command '/ExitAct'.
[14:49:27	]Tomasz Terka entered observer.
[14:49:32	]Tomasz Terka exited observer at their location.
[14:49:34	]Tomasz Terka used command '/ActSit 1'.
[14:49:35	]Tomasz Terka used command '/ExitAct'.
[14:49:36	]Tomasz Terka used command '/ActSit 3'.
[14:49:37	]Tomasz Terka used command '/ExitAct'.
[14:50:50	]Tomasz Terka entered observer.
[14:54:17	]Tomasz Terka has pressed the "RDC_RationAnnouncement" map button.
[14:54:18	]Tomasz Terka exited observer at their location.
[14:54:28	]Tomasz Terka entered observer.
[14:54:29	]Tomasz Terka exited observer at their location.
[14:54:30	]Tomasz Terka used the 'Terminal Dystrybucyjny' vendor.
[14:54:32	]Tomasz Terka entered observer.
[14:54:41	]Tomasz Terka exited observer at their location.
[14:54:43	]Tomasz Terka has pressed the "RDC_RationAnnouncement" map button.
[14:54:43	]Tomasz Terka entered observer.
[14:54:48	]Tomasz Terka exited observer at their location.
[14:54:51	]Tomasz Terka has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[14:54:56	]Tomasz Terka ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#6621)
[14:55:05	]Tomasz Terka ran 'take' on item 'Racja żywnościowa' (#6622)
[14:55:05	]Tomasz Terka has gained a 'Racja żywnościowa' #6622.
[14:55:07	]Tomasz Terka ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#6621)
[14:55:09	]Tomasz Terka ran 'Use' on item 'Priorytetowy kupon na Kredyty.' (#6619)
[14:55:11	]Tomasz Terka has used a coupon at a ration dispenser, gaining 30 credits.
[14:55:12	]Tomasz Terka ran 'Use' on item 'Kupon na Kredyty.' (#6620)
[14:55:14	]Tomasz Terka ran 'Use' on item 'Kupon na Kredyty.' (#6620)
[14:55:16	]Tomasz Terka has used a coupon at a ration dispenser, gaining 20 credits.
[14:55:23	]Tomasz Terka ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#6621)
[14:55:24	]Tomasz Terka ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#6621)
[14:55:26	]Tomasz Terka has used a coupon at a ration dispenser, gaining 15 credits.
[14:55:30	]Tomasz Terka ran 'Open' on item 'Racja żywnościowa' (#6622)
[14:55:31	]Tomasz Terka has gained a 'Syntetyczna papka' #6623.
[14:55:31	]Tomasz Terka has gained a 'Woda Breena' #6624.
[14:55:31	]Tomasz Terka has gained a 'Podstawowy kupon na Kredyty.' #6625.
[14:55:33	]Tomasz Terka ran 'Use' on item 'Podstawowy kupon na Kredyty.' (#6625)
[14:55:35	]Tomasz Terka has used a coupon at a ration dispenser, gaining 15 credits.
[14:56:08	]Tomasz Terka used command '/CharSetHunger tomasz 100'.
[14:56:15	]Tomasz Terka used command '/CharSetThirst tomasz 100'.
[14:56:17	]Tomasz Terka ran 'Consume' on item 'Syntetyczna papka' (#6623)
[14:56:17	]Tomasz Terka has gained a 'Pusty słoik' #6626.
[14:56:19	]Tomasz Terka ran 'Consume' on item 'Woda Breena' (#6624)
[14:56:19	]Tomasz Terka has gained a 'Pusta puszka po wodzie Breen'a' #6627.
[14:56:42	]Tomasz Terka used command '/CharSetThirst tomasz 99'.
[14:56:44	]Tomasz Terka used command '/CharSetThirst tomasz 0'.
[14:56:46	]Tomasz Terka used command '/CharSetThirst tomasz 1'.
[14:56:48	]Tomasz Terka used command '/CharSetThirst tomasz 10'.
[14:56:50	]Tomasz Terka used command '/CharSetThirst tomasz 20'.
[14:56:51	]Tomasz Terka used command '/CharSetThirst tomasz 50'.
[14:56:53	]Tomasz Terka used command '/CharSetThirst tomasz 40'.
[14:56:55	]Tomasz Terka used command '/CharSetThirst tomasz 30'.
[14:56:57	]Tomasz Terka used command '/CharSetThirst tomasz 20'.
[14:56:58	]Tomasz Terka used command '/CharSetThirst tomasz 30'.
[14:57:00	]Tomasz Terka used command '/CharSetThirst tomasz 35'.
[14:57:02	]Tomasz Terka used command '/CharSetThirst tomasz 25'.
[14:57:03	]Tomasz Terka used command '/CharSetThirst tomasz 23'.
[14:57:05	]Tomasz Terka used command '/CharSetThirst tomasz 21'.
[14:57:07	]Tomasz Terka used command '/CharSetThirst tomasz 20'.
[14:57:08	]Tomasz Terka used command '/CharSetThirst tomasz 21'.
[14:57:13	]Tomasz Terka used command '/CharSetHunger tomasz 21'.
[14:57:56	]Tomasz Terka used command '/CharSetThirst tomasz 80'.
[14:57:59	]Tomasz Terka used command '/CharSetThirst tomasz 85'.
[14:58:02	]Tomasz Terka used command '/CharSetThirst tomasz 80'.
[14:58:06	]Tomasz Terka used command '/CharSetHunger tomasz 80'.
[14:58:37	]Tomasz Terka used command '/CharSetThirst tomasz 25'.
[14:58:40	]Tomasz Terka used command '/CharSetThirst tomasz 85'.
[14:58:43	]Tomasz Terka used command '/CharSetThirst tomasz 70'.
[14:58:49	]Tomasz Terka used command '/CharSetThirst tomasz 75'.
[14:58:53	]Tomasz Terka used command '/CharSetThirst tomasz 70'.
[14:58:55	]Tomasz Terka used command '/CharSetThirst tomasz 80'.
[14:59:20	]Tomasz Terka entered observer.
[14:59:22	]Tomasz Terka exited observer at their location.
[14:59:24	]Tomasz Terka entered observer.
[14:59:25	]Tomasz Terka has pressed the "RDC_SuspendedRations" map button.
[14:59:33	]Tomasz Terka exited observer at their location.
[14:59:34	]Tomasz Terka ran 'Write' on item 'Drodzy współobywatele!' (#3122)
[14:59:37	]Tomasz Terka ran 'Write' on item 'Drodzy współobywatele!' (#3122)
[14:59:47	]Tomasz Terka ran 'Write' on item 'ZAGINIONY KRUK - NAGRODA DLA ZNALEŹC' (#3118)
[14:59:56	]Tomasz Terka opened the 'Kosz' #216 container.
[15:00:12	]Tomasz Terka closed the 'Kosz' #216 container.
[15:00:21	]Tomasz Terka entered observer.
[15:00:58	]Tomasz Terka exited observer at their location.
[15:01:18	]Tomasz Terka entered observer.
[15:01:23	]Tomasz Terka exited observer at their location.
[15:01:24	]Tomasz Terka entered observer.
[15:01:25	]Tomasz Terka exited observer at their location.
[15:01:25	]Tomasz Terka entered observer.
[15:01:27	]Tomasz Terka exited observer at their location.
[15:01:43	]Tomasz Terka used command '/PlyWhitelist tomasz'.
[15:01:44	]Tomasz Terka used command '/PlyWhitelist tomasz'.
[15:01:49	]Tomasz Terka used command '/CharGiveFlag tomasz'.
[15:01:53	]Tomasz Terka used command '/CharGiveFlag tomasz'.
[15:01:54	]Tomasz Terka used command '/CharGiveFlag Tomasz Terka CJLMNQTUacefinpqrt'.
[15:01:59	]Tomasz Terka has fired a toolgun with the name: sh_persist
[15:01:59	]Tomasz Terka has disabled persistence for 'models/props_combine/breenchair.mdl'.
[15:02:02	]Tomasz Terka has spawned a usable entity class 'ix_chair' with model 'models/props_combine/breenchair.mdl'.
[15:02:02	]Tomasz Terka has used a context menu option with the name: ixusableentitycreate
[15:02:03	]Tomasz Terka used command '/ActSit 2'.
[15:02:04	]Tomasz Terka used command '/ExitAct'.
[15:02:08	]Tomasz Terka used command '/ActSit 1'.
[15:02:08	]Tomasz Terka used command '/ExitAct'.
[15:02:09	]Tomasz Terka entered observer.
[15:02:11	]Tomasz Terka exited observer at their location.
[15:02:17	]Tomasz Terka entered observer.
[15:02:25	]Tomasz Terka exited observer at their location.
[15:02:29	]Tomasz Terka entered observer.
[15:04:03	]Tomasz Terka opened the 'Kosz' #427 container.
[15:04:06	]Tomasz Terka closed the 'Kosz' #427 container.
[15:04:09	]Tomasz Terka exited observer at their location.
[15:04:10	]Tomasz Terka entered observer.
[15:04:13	]Tomasz Terka exited observer at their location.
[15:04:14	]Tomasz Terka entered observer.
[15:04:17	]Tomasz Terka exited observer at their location.
[15:04:20	]Tomasz Terka entered observer.
[15:05:01	]Tomasz Terka used command '/TextRemove'.
[15:05:13	]Tomasz Terka used command '/TextAdd Lombard Mailo Lailo 2'.
[15:05:15	]Tomasz Terka exited observer at their location.
[15:05:16	]Tomasz Terka entered observer.
[15:05:16	]Tomasz Terka exited observer at their location.
[15:05:21	]Tomasz Terka entered observer.
[15:05:29	]Tomasz Terka used command '/TextRemove'.
[15:05:42	]Tomasz Terka used command '/TextAdd Crowbar Corner 2'.
[15:05:43	]Tomasz Terka exited observer at their location.
[15:05:47	]Tomasz Terka entered observer.
[15:05:51	]Tomasz Terka used command '/TextRemove'.
[15:05:58	]Tomasz Terka used command '/TextAdd The Aurora Bar 2'.
[15:05:59	]Tomasz Terka exited observer at their location.
[15:06:08	]Tomasz Terka entered observer.
[15:06:12	]Tomasz Terka exited observer at their location.
[15:06:24	]Tomasz Terka used command '/ActSit 2'.
[15:06:25	]Tomasz Terka used command '/ExitAct'.
[15:06:27	]Tomasz Terka used command '/ActSit 7'.
[15:06:30	]Tomasz Terka used command '/ExitAct'.
[15:06:32	]Tomasz Terka used command '/ActSit 8'.
[15:06:35	]Tomasz Terka used command '/ExitAct'.
[15:06:38	]Tomasz Terka used command '/ActSit 8'.
[15:06:39	]Tomasz Terka used command '/ExitAct'.
[15:06:40	]Tomasz Terka used command '/ActSit 8'.
[15:06:41	]Tomasz Terka used command '/ExitAct'.
[15:06:43	]Tomasz Terka used command '/ActSit 8'.
[15:06:44	]Tomasz Terka used command '/ExitAct'.
[15:06:47	]Tomasz Terka used command '/ActSit 1'.
[15:06:48	]Tomasz Terka used command '/ExitAct'.
[15:06:49	]Tomasz Terka used command '/ActSit 2'.
[15:06:50	]Tomasz Terka used command '/ExitAct'.
[15:06:53	]Tomasz Terka used command '/ActSit 2'.
[15:06:54	]Tomasz Terka used command '/ExitAct'.
[15:06:55	]Tomasz Terka used command '/ActSit 2'.
[15:06:56	]Tomasz Terka used command '/ExitAct'.
[15:06:58	]Tomasz Terka used command '/ActSit 3'.
[15:06:59	]Tomasz Terka used command '/ExitAct'.
[15:07:01	]Tomasz Terka used command '/ActSit 3'.
[15:07:02	]Tomasz Terka used command '/ExitAct'.
[15:07:03	]Tomasz Terka entered observer.
[15:07:06	]Tomasz Terka exited observer at their location.
[15:08:47	]Tomasz Terka entered observer.
[15:08:50	]Tomasz Terka exited observer at their location.
[15:08:52	]Tomasz Terka entered observer.
[15:09:02	]Tomasz Terka exited observer at their location.
[15:09:02	]Tomasz Terka opened the 'Kosz' #539 container.
[15:09:05	]Tomasz Terka closed the 'Kosz' #539 container.
[15:09:05	]Tomasz Terka entered observer.
[15:11:58	]Tomasz Terka exited observer at their location.
[15:14:41	]Tomasz Terka entered observer.
[15:16:09	]Tomasz Terka exited observer at their location.
[15:16:34	]Tomasz Terka has spawned a 'Entity [1896][ix_pickupterminal]'.
[15:16:44	]Tomasz Terka entered observer.
[15:16:46	]Tomasz Terka exited observer at their location.
[15:16:50	]Tomasz Terka entered observer.
[15:17:03	]Tomasz Terka exited observer at their location.
[15:17:20	]Tomasz Terka has spawned 'models/props_c17/Lockers001a.mdl'.
[15:17:29	]Tomasz Terka entered observer.
[15:17:31	]Tomasz Terka exited observer at their location.
[15:17:35	]Tomasz Terka created a 'Szafki' container.
[15:17:35	]Tomasz Terka has used a context menu option with the name: wncontainer_create
[15:17:43	]Tomasz Terka has used a context menu option with the name: remove
[15:17:55	]Tomasz Terka entered observer.
[15:18:20	]Wenli (STEAM_0:1:86169246) has disconnected.
[15:22:01	]inkaaz has connected.
[15:22:38	]inkaaz loaded the character 'inkaaz'
[15:22:40	]inkaaz ran SAM command 'menu' with arguments: ''
[15:22:51	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Check Bind'
[15:22:53	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Combine Suit Admin Control'
[15:23:00	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Manage Stashes'
[15:23:02	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Manage Skills'
[15:23:06	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Proxy Notify'
[15:23:12	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - RemoveEntityByID'
[15:23:16	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'Helix - Shackles Self Release'
[15:23:43	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'ragdolls'
[15:23:57	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_npcrelationship'
[15:23:58	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_npcmover'
[15:23:58	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_npcfollower'
[15:23:59	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_npcequipment'
[15:24:00	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_notarget'
[15:24:00	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_healthmodifier'
[15:24:01	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_entityscanner'
[15:24:02	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_bullseye'
[15:24:04	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'vjstool_npcspawner'
[15:24:14	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'particlecontrol'
[15:24:15	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'particlecontrol_proj'
[15:24:15	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'particlecontrol_tracer'
[15:24:33	]inkaaz ran SAM command 'givepermission' with arguments: 'admin' 'editentity'
[15:24:46	]inkaaz entered observer.
[15:25:09	]inkaaz ran SAM command 'setrank' with arguments: '^' 'admin'
[15:25:12	]inkaaz exited observer at their location.
[15:25:13	]inkaaz entered observer.
[15:25:17	]inkaaz exited observer at their location.
[15:25:25	]Console ran SAM command 'setrank' with arguments: 'inkaaz' 'superadmin'
[15:25:46	]inkaaz entered observer.
[15:25:51	]inkaaz (STEAM_0:0:50287200) has disconnected.
[15:29:23	]Wenli has connected.
[15:30:04	]inkaaz has connected.
[15:30:07	]Wenli loaded the character 'Wenli'
[15:30:24	]Wenli entered observer.
[15:30:32	]Wenli exited observer at their location.
[15:30:36	]Wenli has spawned 'models/props_c17/Lockers001a.mdl'.
[15:30:41	]inkaaz loaded the character 'inkaaz'
[15:30:42	]inkaaz entered observer.
[15:30:44	]Wenli created a stash (models/props_c17/lockers001a.mdl).
[15:30:44	]Wenli has used a context menu option with the name: ixcreatestash
[15:30:44	]inkaaz ran SAM command 'menu' with arguments: ''
[15:31:01	]Wenli has set a stash name to 'Schowek "Dwójka"'.
[15:31:01	]Wenli has used a context menu option with the name: ixstashsetname
[15:31:04	]Wenli entered observer.
[15:31:15	]Wenli has set a stash name to 'Schowek "Trójka"'.
[15:31:15	]Wenli has used a context menu option with the name: ixstashsetname
[15:31:21	]Wenli exited observer at their location.
[15:31:23	]Wenli entered observer.
[15:31:26	]Wenli exited observer at their location.
[15:31:28	]Wenli entered observer.
[15:31:37	]Wenli exited observer at their location.
[15:32:10	]inkaaz (STEAM_0:0:50287200) has disconnected.
[15:32:34	]Wenli has spawned 'models\props/CS_militia/dryer.mdl'.
[15:32:41	]Wenli has spawned 'models\props/CS_militia/refrigerator01.mdl'.
[15:32:48	]Wenli has spawned 'models\props/cs_office/file_cabinet1.mdl'.
[15:32:51	]Wenli has spawned 'models\props/cs_office/file_cabinet3.mdl'.
[15:32:52	]Wenli has spawned 'models\props/cs_office/file_cabinet2.mdl'.
[15:33:00	]Wenli has spawned 'models\props/cs_office/file_cabinet1.mdl'.
[15:33:08	]Wenli has spawned 'models/props/de_nuke/file_cabinet1_group.mdl'.
[15:34:20	]Wenli has spawned 'models/props/de_train/lockers001a.mdl'.
[15:35:42	]Wenli is fully healed.
[15:37:39	]Wenli has spawned 'models/willardnetworks/posters/wn_poster_1.mdl'.
[15:37:41	]Wenli has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[15:39:27	]Wenli has spawned 'models/props_silo/wall_console1.mdl'.
[15:39:34	]Wenli has spawned 'models/props_shops/prop_shop_shelf_e.mdl'.
[15:39:36	]Wenli has spawned 'models/props_shops/prop_shop_shelf_f.mdl'.
[15:39:38	]Wenli has spawned 'models/props_shops/prop_shop_shelf_g.mdl'.
[15:39:41	]Wenli has spawned 'models/props_shops/prop_shop_shelf_g2.mdl'.
[15:39:45	]Wenli has spawned 'models/props_shops/prop_shop_shelf_d.mdl'.
[15:41:00	]Pozytyw has connected.
[15:41:11	]Wenli has spawned 'models/props_furniture/dresser1.mdl'.
[15:41:12	]Wenli has spawned 'models/props_furniture/inn_mailbox1.mdl'.
[15:41:14	]Wenli has spawned 'models/props_furniture/cafe_bar1.mdl'.
[15:41:15	]Wenli has spawned 'models/props_furniture/bookcase_small.mdl'.
[15:41:27	]Wenli has spawned 'models/props_c17/lampShade001a.mdl'.
[15:41:28	]Wenli has spawned 'models/props_c17/Lockers001a.mdl'.
[15:41:38	]Wenli has spawned 'models/props_c17/Lockers001a.mdl'.
[15:41:42	]Wenli was knocked unconscious and is bleeding out.
[15:41:46	]Wenli ran SAM command 'slay' with arguments: '^'
[15:41:48	]Wenli entered observer.
[15:41:49	]Pozytyw (STEAM_0:0:84397718) deleted character 'Bonaventura Flamenco'
[15:42:11	]Wenli exited observer at their location.
[15:42:23	]Wenli has used a context menu option with the name: remove
[15:43:00	]Wenli has spawned 'models/props_c17/Lockers001a.mdl'.
