[14:15:56	]Commissar_Krieger s'est connecté.
[19:00:08	]Garet a gagné un 'Ration - Amélioré' #201164.
[19:00:09	]Garet s'est give improved_ration.
[19:00:09	]Garet a gagné un 'Ration - Amélioré' #201165.
[19:00:09	]Garet s'est give improved_ration.
[19:00:09	]Garet a gagné un 'Ration - Amélioré' #201166.
[19:00:13	]Garet a fait apparaitre 'models/props_junk/wood_crate002a.mdl.
[19:00:29	]Garet created a 'Grosse caisse en bois' container.
[19:00:29	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[19:00:33	]Garet a défini le stockage 'Grosse caisse en bois' sur privé, détenu par '10558'.
[19:00:33	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setprivate
[19:00:35	]Garet a défini le mot de passe du stockage sur 'Grosse caisse en bois' (#10558).
[19:00:35	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setpassword
[19:00:38	]Garet a ouvert le stockage 'Grosse caisse en bois' #10558.
[19:00:39	]Garet a transféré un 'Ration - Amélioré' #201166 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:39	]Garet a transféré un 'Ration - Amélioré' #201160 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:39	]Garet a transféré un 'Ration - Amélioré' #201159 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:40	]Garet a transféré un 'Ration - Amélioré' #201165 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:40	]Garet a transféré un 'Ration - Amélioré' #201158 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:40	]Garet a transféré un 'Ration - Amélioré' #201164 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:40	]Garet a transféré un 'Ration - Amélioré' #201157 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:40	]Garet a transféré un 'Ration - Amélioré' #201163 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:41	]Garet a transféré un 'Ration - Amélioré' #201156 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:41	]Garet a transféré un 'Ration - Amélioré' #201162 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:41	]Garet a transféré un 'Ration - Amélioré' #201155 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:41	]Garet a transféré un 'Ration - Amélioré' #201161 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:42	]Garet a transféré un 'Ration - Amélioré' #201149 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:42	]Garet a transféré un 'Ration - Amélioré' #201150 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:42	]Garet a transféré un 'Ration - Amélioré' #201151 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:42	]Garet a transféré un 'Ration - Amélioré' #201152 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:43	]Garet a transféré un 'Ration - Amélioré' #201154 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:43	]Garet a transféré un 'Ration - Amélioré' #201153 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:43	]Garet a transféré un 'Ration - Amélioré' #201148 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:43	]Garet a transféré un 'Ration - Amélioré' #201147 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:44	]Garet a transféré un 'Ration - Amélioré' #201146 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:44	]Garet a transféré un 'Ration - Amélioré' #201145 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:44	]Garet a transféré un 'Ration - Amélioré' #201144 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:45	]Garet a transféré un 'Ration - Amélioré' #201143 vers un conteneur nommé 'Grosse caisse en bois' #10558.
[19:00:46	]Garet a fermé le stockage 'Grosse caisse en bois' #10558.
[19:00:49	]Garet a ouvert le stockage 'Grosse caisse en bois' #10558.
[19:00:56	]Garet a fermé le stockage 'Grosse caisse en bois' #10558.
[19:01:00	]Garet a activé le mode observateur.
[19:01:15	]Garet a désactivé le mode observateur à son point d'origine.
[19:01:20	]Garet a activé le mode observateur.
[19:01:30	]Garet a utilisé la commande '/ShowEdicts'.
[19:02:13	]Garet s'est give jumpsuit_orange.
[19:02:13	]Garet a gagné un 'Combinaison orange' #201167.
[19:02:14	]Garet s'est give jumpsuit_orange.
[19:02:14	]Garet a gagné un 'Combinaison orange' #201168.
[19:02:15	]Garet s'est give jumpsuit_orange.
[19:02:15	]Garet a gagné un 'Combinaison orange' #201169.
[19:02:16	]Garet s'est give jumpsuit_orange.
[19:02:16	]Garet a gagné un 'Combinaison orange' #201170.
[19:02:17	]Garet s'est give legs_jumpsuit_orange.
[19:02:17	]Garet a gagné un 'Pantalon de combinaison orange' #201171.
[19:02:18	]Garet s'est give legs_jumpsuit_orange.
[19:02:18	]Garet a gagné un 'Pantalon de combinaison orange' #201172.
[19:02:18	]Garet s'est give legs_jumpsuit_orange.
[19:02:18	]Garet a gagné un 'Pantalon de combinaison orange' #201173.
[19:02:19	]Garet s'est give legs_jumpsuit_orange.
[19:02:19	]Garet a gagné un 'Pantalon de combinaison orange' #201174.
[19:02:21	]Garet a désactivé le mode observateur à son point d'origine.
[19:02:21	]Garet a ouvert le stockage 'Grosse caisse en bois' #10558.
[19:02:22	]Garet a fermé le stockage 'Grosse caisse en bois' #10558.
[19:02:23	]Garet a ouvert le stockage 'Grosse caisse en bois' #10555.
[19:02:25	]Garet a transféré un 'Combinaison orange' #201170 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:26	]Garet a transféré un 'Combinaison orange' #201169 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:27	]Garet a transféré un 'Combinaison orange' #201168 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:28	]Garet a transféré un 'Combinaison orange' #201167 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:29	]Garet a transféré un 'Pantalon de combinaison orange' #201171 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:30	]Garet a transféré un 'Pantalon de combinaison orange' #201172 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:31	]Garet a transféré un 'Pantalon de combinaison orange' #201173 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:31	]Garet a transféré un 'Pantalon de combinaison orange' #201174 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[19:02:32	]Garet a fermé le stockage 'Grosse caisse en bois' #10555.
[19:02:39	]Garet a activé le mode observateur.
[19:03:19	]Garet a désactivé le mode observateur à son point d'origine.
[19:03:23	]Garet s'est give wn_zip_tie.
[19:03:23	]Garet a gagné un 'Cordon' #201175.
[19:03:24	]Garet s'est give wn_zip_tie.
[19:03:24	]Garet a gagné un 'Cordon' #201176.
[19:03:24	]Garet s'est give wn_zip_tie.
[19:03:24	]Garet a gagné un 'Cordon' #201177.
[19:03:25	]Garet s'est give wn_zip_tie.
[19:03:25	]Garet a gagné un 'Cordon' #201178.
[19:03:25	]Garet s'est give wn_zip_tie.
[19:03:25	]Garet a gagné un 'Cordon' #201179.
[19:03:26	]Garet s'est give wn_zip_tie.
[19:03:26	]Garet a gagné un 'Cordon' #201180.
[19:03:27	]Garet s'est give wn_zip_tie.
[19:03:27	]Garet a gagné un 'Cordon' #201181.
[19:03:27	]Garet s'est give wn_zip_tie.
[19:03:27	]Garet a gagné un 'Cordon' #201182.
[19:03:28	]Garet s'est give wn_zip_tie.
[19:03:28	]Garet a gagné un 'Cordon' #201183.
[19:03:32	]Garet s'est give wn_zip_tie.
[19:03:32	]Garet a gagné un 'Cordon' #201184.
[19:03:32	]Garet s'est give wn_zip_tie.
[19:03:32	]Garet a gagné un 'Cordon' #201185.
[19:03:33	]Garet s'est give wn_zip_tie.
[19:03:33	]Garet a gagné un 'Cordon' #201186.
[19:03:33	]Garet s'est give wn_zip_tie.
[19:03:33	]Garet a gagné un 'Cordon' #201187.
[19:03:34	]Garet opened la réserve 'Cachette personnelle 6278'.
[19:03:35	]Garet a perdu un 'Cordon' #201186.
[19:03:35	]Garet a transféré un 'Cordon' #201186 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:35	]Garet a perdu un 'Cordon' #201185.
[19:03:35	]Garet a transféré un 'Cordon' #201185 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:35	]Garet a perdu un 'Cordon' #201180.
[19:03:35	]Garet a transféré un 'Cordon' #201180 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:36	]Garet a perdu un 'Cordon' #201179.
[19:03:36	]Garet a transféré un 'Cordon' #201179 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:36	]Garet a perdu un 'Cordon' #201178.
[19:03:36	]Garet a transféré un 'Cordon' #201178 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:36	]Garet a perdu un 'Cordon' #201184.
[19:03:36	]Garet a transféré un 'Cordon' #201184 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:36	]Garet a perdu un 'Cordon' #201177.
[19:03:36	]Garet a transféré un 'Cordon' #201177 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:37	]Garet a perdu un 'Cordon' #201183.
[19:03:37	]Garet a transféré un 'Cordon' #201183 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:37	]Garet a perdu un 'Cordon' #201176.
[19:03:37	]Garet a transféré un 'Cordon' #201176 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:37	]Garet a perdu un 'Cordon' #201182.
[19:03:37	]Garet a transféré un 'Cordon' #201182 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:38	]Garet a perdu un 'Cordon' #201175.
[19:03:38	]Garet a transféré un 'Cordon' #201175 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:38	]Garet a perdu un 'Cordon' #201181.
[19:03:38	]Garet a transféré un 'Cordon' #201181 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:38	]Garet a perdu un 'Cordon' #201187.
[19:03:38	]Garet a transféré un 'Cordon' #201187 vers un conteneur nommé 'Cachette personnelle 6278' #5849.
[19:03:39	]Garet a fermé la réserve 'Cachette personnelle 6278'.
[19:04:06	]Garet a activé le mode observateur.
[19:04:13	]Garet s'est give frag_grenade.
[19:04:13	]Garet a gagné un 'Grenade à fragmentation' #201188.
[19:04:13	]Garet s'est give frag_grenade.
[19:04:13	]Garet a gagné un 'Grenade à fragmentation' #201189.
[19:04:14	]Garet a désactivé le mode observateur à son point d'origine.
[19:04:25	]Garet opened la réserve 'Cachette personnelle 6278'.
[19:04:31	]Garet a fermé la réserve 'Cachette personnelle 6278'.
[19:04:32	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:04:33	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:04:34	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:04:35	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:04:41	]Garet a fait apparaitre 'models/props_lab/filecabinet02.mdl.
[19:04:48	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:04:59	]Garet a fait apparaitre 'models/props_wasteland/controlroom_desk001b.mdl.
[19:05:05	]Garet a activé le mode observateur.
[19:05:10	]Garet a désactivé le mode observateur à son point d'origine.
[19:05:10	]Garet a activé le mode observateur.
[19:05:11	]Garet a désactivé le mode observateur à son point d'origine.
[19:05:14	]Garet a fait apparaitre 'models/props_lab/filecabinet02.mdl.
[19:05:17	]Garet a fait apparaitre 'models/props_lab/filecabinet02.mdl.
[19:05:22	]Garet a fait apparaitre 'models/props_lab/filecabinet02.mdl.
[19:05:30	]Garet has fired a toolgun with the name: precision
[19:05:30	]Garet has fired a toolgun with the name: precision
[19:05:31	]Garet has fired a toolgun with the name: precision
[19:05:31	]Garet has fired a toolgun with the name: precision
[19:05:32	]Garet a activé le mode observateur.
[19:06:03	]Garet a désactivé le mode observateur à son point d'origine.
[19:06:07	]Garet created a 'Armoire à dossiers' container.
[19:06:07	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[19:06:08	]Garet created a 'Armoire à dossiers' container.
[19:06:08	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[19:06:09	]Garet created a 'Armoire à dossiers' container.
[19:06:09	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[19:06:10	]Garet created a 'Armoire à dossiers' container.
[19:06:10	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[19:06:11	]Garet a ouvert le stockage 'Armoire à dossiers' #10561.
[19:06:12	]Garet a transféré un 'Grenade à fragmentation' #201189 vers un conteneur nommé 'Armoire à dossiers' #10561.
[19:06:13	]Garet a transféré un 'Grenade à fragmentation' #201188 vers un conteneur nommé 'Armoire à dossiers' #10561.
[19:06:13	]Garet a fermé le stockage 'Armoire à dossiers' #10561.
[19:06:14	]Garet a ouvert le stockage 'Armoire à dossiers' #10560.
[19:06:15	]Garet a transféré un 'Cordon' #201187 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:16	]Garet a transféré un 'Cordon' #201175 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:16	]Garet a transféré un 'Cordon' #201176 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:16	]Garet a transféré un 'Cordon' #201177 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:16	]Garet a transféré un 'Cordon' #201178 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:16	]Garet a transféré un 'Cordon' #201180 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:17	]Garet a transféré un 'Cordon' #201186 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:17	]Garet a transféré un 'Cordon' #201185 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:17	]Garet a transféré un 'Cordon' #201179 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:18	]Garet a transféré un 'Cordon' #201183 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:18	]Garet a transféré un 'Cordon' #201184 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:18	]Garet a transféré un 'Cordon' #201182 vers un conteneur nommé 'Armoire à dossiers' #10560.
[19:06:19	]Garet a fermé le stockage 'Armoire à dossiers' #10560.
[19:06:21	]Garet a exécuté 'drop' sur l'article 'Cordon' (#201181)
[19:06:21	]Garet a perdu un 'Cordon' #201181.
[19:06:23	]Garet a utilisé une option de menu contextuel portant ce nom : remove
[19:06:38	]Garet s'est give machete.
[19:06:38	]Garet a gagné un 'Machette' #201190.
[19:06:38	]Garet s'est give machete.
[19:06:38	]Garet a gagné un 'Machette' #201191.
[19:06:39	]Garet s'est give machete.
[19:06:39	]Garet a gagné un 'Machette' #201192.
[19:06:39	]Garet s'est give machete.
[19:06:39	]Garet a gagné un 'Machette' #201193.
[19:06:40	]Garet s'est give machete.
[19:06:40	]Garet a gagné un 'Machette' #201194.
[19:06:40	]Garet s'est give machete.
[19:06:40	]Garet a gagné un 'Machette' #201195.
[19:06:42	]Garet a ouvert le stockage 'Armoire à dossiers' #10559.
[19:06:44	]Garet a fermé le stockage 'Armoire à dossiers' #10559.
[19:06:45	]Garet a ouvert le stockage 'Armoire à dossiers' #10562.
[19:06:46	]Garet a fermé le stockage 'Armoire à dossiers' #10562.
[19:06:50	]Garet a exécuté 'drop' sur l'article 'Machette' (#201194)
[19:06:50	]Garet a perdu un 'Machette' #201194.
[19:06:53	]Garet a exécuté 'drop' sur l'article 'Machette' (#201195)
[19:06:53	]Garet a perdu un 'Machette' #201195.
[19:06:56	]Garet a exécuté 'drop' sur l'article 'Machette' (#201193)
[19:06:56	]Garet a perdu un 'Machette' #201193.
[19:06:59	]Garet a exécuté 'drop' sur l'article 'Machette' (#201192)
[19:06:59	]Garet a perdu un 'Machette' #201192.
[19:07:02	]Garet a exécuté 'drop' sur l'article 'Machette' (#201191)
[19:07:02	]Garet a perdu un 'Machette' #201191.
[19:07:09	]Garet a exécuté 'drop' sur l'article 'Machette' (#201190)
[19:07:09	]Garet a perdu un 'Machette' #201190.
[19:08:43	]Garet a activé le mode observateur.
[19:09:08	]Garet a désactivé le mode observateur à son point d'origine.
[19:09:09	]Garet a activé le mode observateur.
[19:09:48	]Garet a désactivé le mode observateur à son point d'origine.
[19:09:54	]Garet s'est give hatchet.
[19:09:57	]Garet a activé le mode observateur.
[19:09:59	]Garet a désactivé le mode observateur à son point d'origine.
[19:10:11	]Garet s'est give smoke_grenade.
[19:10:15	]Garet a activé le mode observateur.
[19:10:18	]Garet a désactivé le mode observateur à son point d'origine.
[19:10:22	]Garet s'est give res_1911.
[19:10:22	]Garet a gagné un 'M1911' #201198.
[19:10:28	]Garet s'est give magazine_1911.
[19:10:28	]Garet a gagné un 'Chargeur 1911' #201199.
[19:10:31	]Garet s'est give bullets_pistol.
[19:10:31	]Garet a gagné un 'Munitions de pistolet' #201200.
[19:10:33	]Garet a exécuté 'combine' sur l'article 'Chargeur 1911' (#201199)
[19:10:35	]Garet a exécuté 'drop' sur l'article 'M1911' (#201198)
[19:10:35	]Garet a perdu un 'M1911' #201198.
[19:10:39	]Garet a exécuté 'drop' sur l'article 'Chargeur 1911' (#201199)
[19:10:39	]Garet a perdu un 'Chargeur 1911' #201199.
[19:10:42	]Garet a exécuté 'drop' sur l'article 'Munitions de pistolet' (#201200)
[19:10:42	]Garet a perdu un 'Munitions de pistolet' #201200.
[19:10:45	]Garet a activé le mode observateur.
[19:11:31	]Garet a désactivé le mode observateur à son point d'origine.
[19:12:10	]Garet s'est give audiobook_1Espagnol.
[19:12:29	]Garet s'est give audiobook_2Espagnol.
[19:12:34	]Garet a activé le mode observateur.
[19:12:39	]Garet a désactivé le mode observateur à son point d'origine.
[19:12:52	]Garet s'est give firstaid.
[19:12:56	]Garet a activé le mode observateur.
[19:13:09	]Garet a désactivé le mode observateur à son point d'origine.
[19:13:12	]Garet s'est give surgerykit.
[19:13:20	]Garet s'est give morphine.
[19:13:25	]Garet s'est give painkillers.
[19:13:28	]Garet a activé le mode observateur.
[19:13:38	]Garet s'est give quality_red.
[19:14:16	]Garet s'est give disinfectant_bottle.
[19:15:34	]Garet a désactivé le mode observateur à son point d'origine.
[19:15:38	]Garet a utilisé la commande '/SceneTextRemove'.
[19:15:42	]Garet a utilisé la commande '/SceneTextRemove'.
[19:15:53	]Garet a utilisé la commande '/SceneTextRemove'.
[19:15:54	]Garet a utilisé la commande '/SceneTextRemove'.
[19:15:55	]Garet a utilisé la commande '/SceneTextRemove'.
[19:15:56	]Garet a activé le mode observateur.
[19:15:59	]Garet has removed static text: table: 0xd7e88d6a
[19:15:59	]Garet a utilisé la commande '/SceneTextRemove'.
[19:26:25	]Garet a désactivé le mode observateur à son point d'origine.
[19:26:35	]Garet (STEAM_0:0:219016395) s'est déconnecté.
