[09:24:00	]doctor sex has connected.
[10:14:30	]Marjane Satrapi exited observer at their location.
[10:14:31	]Marjane Satrapi entered observer.
[10:14:33	]Marjane Satrapi exited observer at their location.
[10:14:34	]John Freeman ran 'take' on item 'Boş Şarap Şişesi' (#21238)
[10:14:34	]John Freeman has gained a 'Boş Şarap Şişesi' #21238.
[10:14:35	]John Freeman ran 'take' on item 'Boş Şarap Şişesi' (#18021)
[10:14:35	]John Freeman has gained a 'Boş Şarap Şişesi' #18021.
[10:14:36	]John Freeman ran 'take' on item 'Boş Paket Servis' (#21253)
[10:14:36	]John Freeman has gained a 'Boş Paket Servis' #21253.
[10:14:38	][IC] Marjane Satrapi: Bi gel bişey göstercem.
[10:14:39	]John Freeman ran 'take' on item 'Boş Viski Şişesi' (#17185)
[10:14:39	]John Freeman has gained a 'Boş Viski Şişesi' #17185.
[10:14:40	]John Freeman ran 'take' on item 'Boş Şarap Şişesi' (#21306)
[10:14:40	]John Freeman has gained a 'Boş Şarap Şişesi' #21306.
[10:14:43	]John Freeman opened the 'Refrigerator' #2531 container.
[10:14:45	]John Freeman has transferred a 'Boş Şarap Şişesi' #21306 to a container with the name 'Refrigerator' #2531.
[10:14:46	]John Freeman has transferred a 'Boş Şarap Şişesi' #21238 to a container with the name 'Refrigerator' #2531.
[10:14:47	]John Freeman has transferred a 'Boş Şarap Şişesi' #18021 to a container with the name 'Refrigerator' #2531.
[10:14:49	]John Freeman has transferred a 'Boş Viski Şişesi' #17185 to a container with the name 'Refrigerator' #2531.
[10:14:50	]John Freeman has transferred a 'Boş Paket Servis' #21253 to a container with the name 'Refrigerator' #2531.
[10:14:51	]John Freeman closed the 'Refrigerator' #2531 container.
[10:14:58	]Revain On Duty ran 'ViewAlt' on item 'Bavul' (#16101)
[10:15:02	][ME] Marjane Satrapi: Soyunmuştur
[10:15:09	]Marjane Satrapi ran SAM command 'bring' with arguments: 'John'
[10:15:19	]Revain On Duty exited observer at their location.
[10:15:20	]Marjane Satrapi has used a context menu option with the name: door_lockunlock
[10:15:30	][IC] Revain On Duty: O SES NE AMK.
[10:15:40	]Marjane Satrapi ran SAM command 'bring' with arguments: 'John'
[10:15:52	][IC] Revain On Duty: Noluuyo olm.
[10:16:06	]Marjane Satrapi has used a context menu option with the name: door_lockunlock
[10:16:13	]Marjane Satrapi has used a context menu option with the name: door_lockunlock
[10:16:14	]Revain On Duty entered observer.
[10:16:16	]Marjane Satrapi entered observer.
[10:16:27	]Marjane Satrapi exited observer at their location.
[10:16:30	]Revain On Duty exited observer at their location.
[10:16:36	][IC] Revain On Duty: TACIZMI VAR.
[10:16:36	]Revain On Duty entered observer.
[10:16:36	]Marjane Satrapi entered observer.
[10:16:40	]Marjane Satrapi exited observer at their location.
[10:16:45	]Marjane Satrapi ran SAM command 'bring' with arguments: 'john'
[10:16:45	]Marjane Satrapi entered observer.
[10:16:48	]Marjane Satrapi exited observer at their location.
[10:16:53	]John Freeman has taken 5 damage from Marjane Satrapi.
[10:16:53	]Marjane Satrapi has damaged John Freeman, dealing 5.0006 with ix_hands
[10:16:56	]John Freeman has taken 5 damage from Marjane Satrapi.
[10:16:56	]Marjane Satrapi has damaged John Freeman, dealing 5.0009 with ix_hands
[10:16:57	]John Freeman has taken 5 damage from Marjane Satrapi.
[10:16:57	]Marjane Satrapi has damaged John Freeman, dealing 5.0012 with ix_hands
[10:16:58	]John Freeman has taken 5 damage from Marjane Satrapi.
[10:16:58	]Marjane Satrapi has damaged John Freeman, dealing 5.0015 with ix_hands
[10:17:02	]Revain On Duty exited observer at their location.
[10:17:06	][IC] Revain On Duty: LOBİ.
[10:17:10	]Revain On Duty has taken 5 damage from Marjane Satrapi.
[10:17:10	]Marjane Satrapi has damaged Revain On Duty, dealing 5.0018 with ix_hands
[10:17:10	]Revain On Duty is fully healed.
[10:17:14	]Revain On Duty has taken 5 damage from Marjane Satrapi.
[10:17:14	]Marjane Satrapi has damaged Revain On Duty, dealing 5.0021 with ix_hands
[10:17:15	]John Freeman has taken 5 damage from Revain On Duty.
[10:17:15	]Revain On Duty has damaged John Freeman, dealing 5 with ix_hands
[10:17:15	]Revain On Duty is fully healed.
[10:17:16	]Revain On Duty entered observer.
[10:17:16	]Marjane Satrapi has taken 5 damage from John Freeman.
[10:17:16	]John Freeman has damaged Marjane Satrapi, dealing 5.0012 with ix_hands
[10:17:17	]Marjane Satrapi entered observer.
[10:17:20	]Marjane Satrapi exited observer at their location.
[10:17:26	]Marjane Satrapi entered observer.
[10:17:33	]Marjane Satrapi exited observer at their location.
[10:17:39	]Revain On Duty exited observer at their location.
[10:17:44	]Marjane Satrapi entered observer.
[10:17:44	]Revain On Duty entered observer.
[10:17:47	]Marjane Satrapi exited observer at their location.
[10:17:48	]Revain On Duty exited observer at their location.
[10:17:48	]Revain On Duty entered observer.
[10:17:52	]Marjane Satrapi entered observer.
[10:17:54	]Revain On Duty exited observer at their location.
[10:17:54	]Marjane Satrapi exited observer at their location.
[10:17:55	]Marjane Satrapi entered observer.
[10:17:56	]Marjane Satrapi exited observer at their location.
[10:17:57	]Revain On Duty entered observer.
[10:18:04	]Marjane Satrapi entered observer.
[10:18:08	]Revain On Duty exited observer at their location.
[10:18:09	]Revain On Duty entered observer.
[10:18:11	]Revain On Duty exited observer at their location.
[10:18:13	]Revain On Duty entered observer.
[10:18:28	]John Freeman opened the 'Refrigerator' #2531 container.
[10:18:29	]Marjane Satrapi exited observer at their location.
[10:18:30	]Revain On Duty exited observer at their location.
[10:18:30	]John Freeman closed the 'Refrigerator' #2531 container.
[10:18:33	]Revain On Duty entered observer.
[10:18:51	]Victorian loaded the character 'C24:i5.UNION-11'
[10:18:58	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21750.
[10:18:58	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21759.
[10:19:06	]Revain On Duty exited observer at their location.
[10:19:15	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:19:15	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:19:15	]Revain On Duty is fully healed.
[10:19:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:19:16	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:19:16	]Revain On Duty entered observer.
[10:19:20	]Revain On Duty is fully healed.
[10:19:21	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21759.
[10:19:21	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21750.
[10:19:22	]C24:i5.UNION-11 entered observer.
[10:19:28	]Revain On Duty exited observer at their location.
[10:19:28	]C24:i5.UNION-11 exited observer at their location.
[10:19:34	]Revain On Duty entered observer.
[10:19:34	]C24:i5.UNION-11 entered observer.
[10:19:35	]Revain On Duty exited observer at their location.
[10:19:35	]C24:i5.UNION-11 exited observer at their location.
[10:19:36	]Revain On Duty entered observer.
[10:19:37	]Revain On Duty exited observer at their location.
[10:19:39	]C24:i5.UNION-11 entered observer.
[10:19:44	]C24:i5.UNION-11 exited observer at their location.
[10:19:46	]C24:i5.UNION-11 entered observer.
[10:19:48	]C24:i5.UNION-11 exited observer at their location.
[10:19:49	]Revain On Duty entered observer.
[10:20:03	]Revain On Duty exited observer at their location.
[10:20:06	]C24:i5.UNION-11 entered observer.
[10:20:08	]C24:i5.UNION-11 exited observer at their location.
[10:20:09	]Revain On Duty entered observer.
[10:20:13	]Revain On Duty exited observer at their location.
[10:20:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:20:16	]C24:i5.UNION-11 has hit Revain On Duty in the chest dealing 12 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 12 damage from C24:i5.UNION-11.
[10:20:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:20:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:20:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 19 damage from C24:i5.UNION-11.
[10:20:16	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:16	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:17	]Revain On Duty entered observer.
[10:20:20	]Revain On Duty is fully healed.
[10:20:21	]Revain On Duty exited observer at their location.
[10:20:22	]C24:i5.UNION-11 entered observer.
[10:20:22	][IC] Revain On Duty: Dur lan.
[10:20:23	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21750.
[10:20:23	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21759.
[10:20:25	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:25	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:25	]Revain On Duty is fully healed.
[10:20:25	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:25	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:26	][IC] Revain On Duty: Ben ölümsüzmüyüm.
[10:20:26	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:26	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:26	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:26	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:26	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:26	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:26	]C24:i5.UNION-11 has critically hit Revain On Duty in the head dealing 21 damage (CritChance was 0.91).
[10:20:26	]Revain On Duty has taken 21 damage from C24:i5.UNION-11.
[10:20:27	]Revain On Duty entered observer.
[10:20:28	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21759.
[10:20:28	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21750.
[10:20:29	]C24:i5.UNION-11 exited observer at their location.
[10:20:32	]C24:i5.UNION-11 entered observer.
[10:20:35	]Revain On Duty exited observer at their location.
[10:20:36	]Revain On Duty entered observer.
[10:20:54	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21750.
[10:20:54	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21759.
[10:21:03	]C24:i5.UNION-11 exited observer at their location.
[10:21:04	]C24:i5.UNION-11 entered observer.
[10:21:19	]Revain On Duty is admin-searching John Freeman's inventory.
[10:21:19	]Revain On Duty has used a context menu option with the name: ixviewinventory
[10:21:23	]John Freeman ran 'take' on item 'Kahve Tozu' (#18811)
[10:21:23	]John Freeman has gained a 'Kahve Tozu' #18811.
[10:21:23	]Revain On Duty has closed John Freeman's inventory.
[10:21:26	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21759.
[10:21:26	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21750.
[10:21:35	]Revain On Duty exited observer at their location.
[10:21:36	]C24:i5.UNION-11 has critically hit Revain On Duty in the chest dealing 19 damage (CritChance was 0.91).
[10:21:36	]Revain On Duty was knocked unconscious and is bleeding out.
[10:21:36	]Revain On Duty entered observer.
[10:21:38	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21750.
[10:21:38	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21759.
[10:21:40	]Revain On Duty ran SAM command 'respawn' with arguments: ''
[10:21:40	]Revain On Duty is fully healed.
[10:21:41	]Revain On Duty entered observer.
[10:22:00	]John Freeman ran 'drop' on item 'Kahve Tozu' (#18811)
[10:22:00	]John Freeman has lost a 'Kahve Tozu' #18811.
[10:22:07	]C24:i5.UNION-11 ran SAM command 'asay' with arguments: 'rol gelcen mi plaza'
[10:22:10	]Revain On Duty ran SAM command 'asay' with arguments: 'ok'
[10:22:24	]John Freeman opened the 'File Cabinet' #2863 container.
[10:22:27	]John Freeman ran 'split' on item 'Arıtıcı' (#19482)
[10:22:28	]John Freeman has gained a 'Arıtıcı' #22490 from a container with the name 'File Cabinet' #2863.
[10:22:28	]C24:i5.UNION-11 exited observer at their location.
[10:22:30	]John Freeman closed the 'File Cabinet' #2863 container.
[10:22:31	]C24:i5.UNION-11 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[10:22:46	]John Freeman opened the 'File Cabinet' #2863 container.
[10:22:48	]John Freeman ran 'combine' on item 'Arıtıcı' (#19482)
[10:22:53	]John Freeman has transferred a 'Siyah tulum pantolonu' #8040 to a container with the name 'File Cabinet' #2863.
[10:22:54	]C24:i5.UNION-11 ran 'combine' on item '17rnd Usp-Şarjörü' (#21750)
[10:22:55	]C24:i5.UNION-11 ran 'combine' on item '17rnd Usp-Şarjörü' (#21750)
[10:22:57	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21759.
[10:22:57	]C24:i5.UNION-11 has lost a '17rnd Usp-Şarjörü' #21750.
[10:22:57	]Revain On Duty exited observer at their location.
[10:22:59	]C24:i5.UNION-11 entered observer.
[10:23:00	]John Freeman closed the 'File Cabinet' #2863 container.
[10:23:17	]C24:i5.UNION-11 exited observer at their location.
[10:23:24	]C24:i5.UNION-11 used command '/ActStand 4'.
[10:24:20	]C24:i5.UNION-11 entered observer.
[10:24:21	]C24:i5.UNION-11 exited observer at their location.
[10:24:32	][IC] John Freeman: Hi.
[10:24:37	]C24:i5.UNION-11 entered observer.
[10:24:38	]C24:i5.UNION-11 exited observer at their location.
[10:24:39	]C24:i5.UNION-11 used command '/ExitAct'.
[10:24:48	][IC] John Freeman: Hugnry.
[10:24:55	][IC] John Freeman: God, I'm hungry.
[10:24:58	][ME] C24:i5.UNION-11: Birkaç tuşa basar
[10:25:00	]John Freeman used the 'Kupon Makinesi' vendor.
[10:25:10	][IC] John Freeman: I don't know about you, but I'm ready to join Civil Protection just to get a decent meal.
[10:25:12	]John Freeman used the 'Kupon Makinesi' vendor.
[10:25:36	][ME] C24:i5.UNION-11: Birkaç tuşa basmaya devam eder
[10:25:52	]C24:i5.UNION-11 entered observer.
[10:25:53	]John Freeman used command '/ActStand'.
[10:25:55	]C24:i5.UNION-11 exited observer at their location.
[10:25:57	]John Freeman used command '/ExitAct'.
[10:26:11	]John Freeman ran 'take' on item 'Tost' (#20415)
[10:26:11	]John Freeman has gained a 'Tost' #20415.
[10:26:50	][ME] John Freeman: svil korumaya bakarak tostunu kemirir
[10:26:56	]John Freeman ran 'Consume' on item 'Tost' (#20415)
[10:26:56	]John Freeman has gained a level 1 long boost in Güç.
[10:27:20	]C24:i5.UNION-11 used command '/ActStand 4'.
[10:27:31	]C24:i5.UNION-11 used command '/ExitAct'.
[10:27:33	]C24:i5.UNION-11 entered observer.
[10:27:49	]C24:i5.UNION-11 exited observer at their location.
[10:27:49	]John Freeman ran 'take' on item 'Elma' (#20443)
[10:27:49	]John Freeman has gained a 'Elma' #20443.
[10:27:49	]C24:i5.UNION-11 entered observer.
[10:27:52	]C24:i5.UNION-11 entered observer.
[10:28:09	]C24:i5.UNION-11 exited observer at their location.
[10:28:12	]Revain created the character 'Kamil Çöpçü'
[10:28:12	]Revain loaded the character 'Kamil Çöpçü'
[10:28:12	]Kamil Çöpçü has gained a 'Açık Gri Kol Bandı' #22491.
[10:28:12	]Kamil Çöpçü has gained a '#08772 Kimlik Kartı' #22492.
[10:28:12	]Kamil Çöpçü has gained a 'Kırmızı Tulum' #22493.
[10:28:12	]Kamil Çöpçü has gained a 'Siyah tulum pantolonu' #22494.
[10:28:12	]Kamil Çöpçü has gained a 'Eskimiş Kahverengi Ayakkabı' #22495.
[10:28:12	]Kamil Çöpçü has gained a 'Gözlükler' #22496.
[10:28:23	]Kamil Çöpçü entered observer.
[10:28:30	]Kamil Çöpçü exited observer at their location.
[10:28:46	]Kamil Çöpçü ran 'Equip' on item 'Açık Gri Kol Bandı' (#22491)
[10:28:51	]C24:i5.UNION-11 entered observer.
[10:28:52	]C24:i5.UNION-11 exited observer at their location.
[10:29:02	][IC] Kamil Çöpçü: Evladım.
[10:29:05	][IC] C24:i5.UNION-11: <:: Hmph. ::>
[10:29:10	][IC] Kamil Çöpçü: Neye hımmm.
[10:29:16	][IC] C24:i5.UNION-11: <:: Ne istiyorsun? ::>
[10:29:25	][IC] Kamil Çöpçü: Su versene ya.
[10:29:28	][IC] Kamil Çöpçü: Dilim kurudur.
[10:29:30	][IC] Kamil Çöpçü: Dilim kurudu.
[10:29:31	][IC] C24:i5.UNION-11: <:: Kaybol. ::>
[10:29:35	][ME] John Freeman: elmasını kemirir
[10:29:39	][IC] Kamil Çöpçü: OHA.
[10:29:40	][IC] Kamil Çöpçü: YAVAŞ.
[10:29:41	][IC] Kamil Çöpçü: AYI.
[10:29:48	][IC] Kamil Çöpçü: Ya.
[10:29:53	][IC] Kamil Çöpçü: Evladım.
[10:29:54	][IC] Kamil Çöpçü: Canım çekti.
[10:29:57	][IC] Kamil Çöpçü: Şuna.
[10:29:58	]John Freeman ran 'Consume' on item 'Elma' (#20443)
[10:30:00	][IC] Kamil Çöpçü: Birşey diyin ya.
[10:30:05	][IC] C24:i5.UNION-11: <:: İhtiyar, kaybol dedim. ::>
[10:30:14	][IC] Kamil Çöpçü: Ya bu nasıl adalet.
[10:30:15	][IC] Kamil Çöpçü: Püüüü.
[10:30:22	][IC] C24:i5.UNION-11: <:: Duvar. ::>
[10:30:27	][IC] Kamil Çöpçü: Ne duvar.
[10:30:28	][IC] C24:i5.UNION-11: <:: Duavara geç. ::>
[10:30:33	][IC] Kamil Çöpçü: H-hayır.
[10:30:34	][IC] Kamil Çöpçü: Ihhh.
[10:30:39	][IC] Kamil Çöpçü: Koşamıyom.
[10:30:41	][IC] Kamil Çöpçü: Lanet olsun.
[10:30:43	][IC] C24:i5.UNION-11: <:: Geç dedim, derhal! ::>
[10:31:10	][IC] C24:i5.UNION-11: <:: Evrensel Birliğin adaletini sorgualamayacksın, anlaşıldı mı? ::>
[10:31:23	][LOOC] Kamil Çöpçü: sesli uyumsuzluk olmuyomu ya
[10:31:27	][IC] Kamil Çöpçü: Anlaşıldı evladım.
[10:31:36	][LOOC] C24:i5.UNION-11: onada bakcam sağol dediğini çin
[10:31:45	]C24:i5.UNION-11 entered observer.
[10:31:48	]Kamil Çöpçü entered observer.
[10:31:52	]C24:i5.UNION-11 exited observer at their location.
[10:31:53	]C24:i5.UNION-11 entered observer.
[10:31:53	]C24:i5.UNION-11 exited observer at their location.
[10:31:54	]Kamil Çöpçü exited observer at their location.
[10:32:24	][IC] Kamil Çöpçü: Evladım yavaş ye.
[10:32:27	][IC] Kamil Çöpçü: Canımı çektirdin.
[10:32:32	][IC] John Freeman: Tamm.
[10:32:43	][LOOC] John Freeman: o animasyon neydi laduıajmvf,
[10:32:57	]Kamil Çöpçü ran 'Write' on item 'BALTIC CAFE AÇIK!' (#20013)
[10:33:02	]Kamil Çöpçü ran 'Write' on item 'BALTIC CAFE AÇIK!' (#20013)
[10:33:14	][IC] Kamil Çöpçü: Evladım.
[10:33:17	][IC] C24:i5.UNION-11: <:: Hmph. ::>
